video_id,title,channel,published_at,time_bin
gMKjk-ua5uI,India’s Land Restoration Opportunity | Madhav Pai | TEDxIITDelhi,TEDx,2025-12-12 17:58:29+00:00,2020+
9ZEP3r0hvB8,The Pressure Paradox | Dr. Karandeep Singh | TEDxMount Olympus School,TEDx,2025-12-12 17:58:11+00:00,2020+
7XNZad8wL_o,AI won’t replace us | Charandeep Singh Arora | TEDxDublin Salon,TEDx,2025-12-12 17:58:07+00:00,2020+
rbwQin9pNb0,The Pressure Paradox | Mehak Kasbekar | TEDxMount Olympus School,TEDx,2025-12-12 17:58:00+00:00,2020+
LK8S8EZ3OaE,The Pressure Paradox | Arjun Saini | TEDxMount Olympus School,TEDx,2025-12-12 17:57:52+00:00,2020+
qYFPPuJNM-A,The Pressure Paradox | Bhavika Dabur | TEDxMount Olympus School,TEDx,2025-12-12 17:57:42+00:00,2020+
bIBkkeIL338,Pensa com un antropòleg | Emma Fàbrega | TEDxIgualada,TEDx,2025-12-12 17:57:34+00:00,2020+
v2rwYUFYShg,Tiny But Mighty:Unlocking the Strength Within | Laranyaa Agarwal |SVSU | Laranyaa Agarwal | TEDxSVSU,TEDx,2025-12-12 17:57:16+00:00,2020+
XsD1Nu6UPGI,"¿Porqué las mujeres que comunican mejor, ganan mejor? | Regina Carrot | TEDxUANL",TEDx,2025-12-12 17:55:55+00:00,2020+
oNSNzdQ8_us,No es el ¿por qué? es el ¿para qué? | Valeria Macías | TEDxUANL,TEDx,2025-12-12 17:55:39+00:00,2020+
gG-LnKYKTCk,FLOW | Yiwen Zhang | TEDxRDFIS Youth,TEDx,2025-12-12 17:53:50+00:00,2020+
uqQRP7uNQY8,Find your flow!  Use your flow!  Change the World！ | Yanchao Wang | TEDxRDFIS Youth,TEDx,2025-12-12 17:53:40+00:00,2020+
bKi129xC6gI,FLOW: Hidden Superpower Within Yourself | Nuha Hayder | TEDxRDFIS Youth,TEDx,2025-12-12 17:53:32+00:00,2020+
sg9kuAJqHCo,Passion to purpose | David Olayanju | TEDxSouthlake,TEDx,2025-12-12 17:53:30+00:00,2020+
f9eObF8UFn8,The Psychology and Neuroscience behind FLOW | Peiquan Chen | TEDxRDFIS Youth,TEDx,2025-12-12 17:53:11+00:00,2020+
tV8VYzd4b6o,FLOW: The Rhythm Dance Found | Yichen Wang | TEDxRDFIS Youth,TEDx,2025-12-12 17:52:04+00:00,2020+
h6zTR-_clFA,Flow in Action:  Real-Life Stories from the Classroom | Dennis Bennett | TEDxRDFIS Youth,TEDx,2025-12-12 17:52:01+00:00,2020+
hIzhTiCitKM,Tap into your inner child to thrive in the Future of Work | Mengting Ren | TEDxQCU,TEDx,2025-12-12 17:51:53+00:00,2020+
Q5mks4TSDNw,Trauma Is Not What Happens to You | Muhammed Hazem | TEDxEJUST,TEDx,2025-12-12 17:51:42+00:00,2020+
Foff7XbiRCI,用古調電子樂連結未來 Connecting the Future with Electro-Ancestral Music｜汝妮 | | Dungi Sapor | TEDxTaipei,TEDx,2025-12-12 17:51:41+00:00,2020+
QgdEGM4I-ic,The Superpower I Found Chasing the Sky–From Flight Sims to Cockpits | Zikun Zhang | TEDxRDFIS Youth,TEDx,2025-12-12 17:51:28+00:00,2020+
3_Gr5Lx81Ns,The True Nature of AI | Hazem Ali | TEDxEJUST,TEDx,2025-12-12 17:51:20+00:00,2020+
3yfn1zy-nM8,Extracurricular Activities & Success | Eslam Wageed | TEDxEJUST,TEDx,2025-12-12 17:51:13+00:00,2020+
paJlWnDVLC8,Trusting the Process | Omar Jamaica | TEDxEJUST,TEDx,2025-12-12 17:51:05+00:00,2020+
manvyRcEv90,Why Consistency Beats Talent | Radwa Shaarawy | TEDxEJUST,TEDx,2025-12-12 17:50:57+00:00,2020+
hGAliv1OJz0,Por cosas pequeñas y sencillas | Luis Espino | TEDxParque Fundidora,TEDx,2025-12-12 17:50:49+00:00,2020+
VfMDJJG87TU,Unlocking Your Full Potential | Mahmoud Bravo | TEDxEJUST,TEDx,2025-12-12 17:50:34+00:00,2020+
hnXxtLzNzpk,Soñar en grande: La receta que nunca falla | Joel S. Garza Gonzalez | TEDxUANL,TEDx,2025-12-12 17:50:20+00:00,2020+
u-tT9bTcYis,Breaking The Loop | Moaz Hamada | TEDxEJUST,TEDx,2025-12-12 17:50:07+00:00,2020+
szsa5mdIxG8,Il linguaggio sconosciuto della Danza | Samuele Barbetta | TEDxVenezia,TEDx,2025-12-12 17:49:59+00:00,2020+
Z7cpxI2ZBeA,Perchè abbiamo paura di dire 'Ti Amo'? | Livio Ricciardi | TEDxVenezia,TEDx,2025-12-12 17:49:44+00:00,2020+
JYYa_Dju2W8,Il Gusto della Meraviglia | Alessandro Borghese | TEDxVenezia,TEDx,2025-12-12 17:49:31+00:00,2020+
az4iUeQX7hQ,Cosa ho imparato perdendo tutto ciò che volevo | Benjamin Mascolo | TEDxVenezia,TEDx,2025-12-12 17:49:23+00:00,2020+
0e9i0CHNdwk,I am What I Repeat | Yashu Nagalla | TEDxSouthlake,TEDx,2025-12-12 17:49:10+00:00,2020+
WdQd7xcR4GQ,Vive la Poesía | Amparo Andrade Loaiza | TEDxYouth@AspaenLaFragua,TEDx,2025-12-12 17:48:46+00:00,2020+
bPoiYNRag3I,Estudiar en el exterior | Gabriel Guzmán | TEDxYouth@AspaenLaFragua,TEDx,2025-12-12 17:48:20+00:00,2020+
IKx8yewLHIg,Impacta con el poder de tu voz | Joel Garza | TEDxUANL,TEDx,2025-12-12 17:48:01+00:00,2020+
TRUBPUWMoEE,O vento contra que mudou a minha vida | Bruno Fontes | TEDxUDESC,TEDx,2025-12-12 17:47:36+00:00,2020+
gfJ_QJpIoiE,Beauty & Perception: Illusion and Identity | Dr. Sahiba Bawa Singh | TEDxMotilalNehruCollege,TEDx,2025-12-12 17:47:33+00:00,2020+
YhVEwcNCYag,O Espelho de Silício: O que a IA revela sobre nós mesmos | Mauricio Serafim | TEDxUDESC,TEDx,2025-12-12 17:46:48+00:00,2020+
A0baED9gad8,The Pressure Paradox | Rahul Singh | TEDxMount Olympus School,TEDx,2025-12-12 17:46:43+00:00,2020+
_EPpS1vosqw,The Pressure Paradox | Vaishali Saini | TEDxMount Olympus School,TEDx,2025-12-12 17:43:34+00:00,2020+
zQSik1nTgDU,Demystifying Neuro-Diversity perspectives | Veronica Markov | TEDxYouth@ISMonaco,TEDx,2025-12-12 17:40:28+00:00,2020+
TpUUI_Grdjw,A glass of half-filled perspective | Adriana Ferdun | TEDxYouth@ISMonaco,TEDx,2025-12-12 17:40:20+00:00,2020+
WzLdnLFHu9s,Geleceği Kodlayanlar mı Yönetecek? | Şükrü Şeyranlıoğlu | TEDxKaratekin University,TEDx,2025-12-12 17:40:11+00:00,2020+
GRekSLQcM9Q,Politics or Perspective ? | Paris Armour Trubeca | TEDxYouth@ISMonaco,TEDx,2025-12-12 17:39:48+00:00,2020+
MN1CEr2xMCs,Can art and business really coexist? | Galina Kiryan | TEDxKIMEP,TEDx,2025-12-12 17:39:13+00:00,2020+
JZZmcmODxhw,Kathak Dance | Timsal Fatima | TEDxLCWU,TEDx,2025-12-12 17:39:05+00:00,2020+
2527hzrFHx0,Discovering Pakistan’s True Age | Saad Zahid | TEDxLCWU,TEDx,2025-12-12 17:38:55+00:00,2020+
u66Y6Nlbz8g,What it takes to Unpack Emotional Baggage Abroad | Muhammad Ali Falak | TEDxLCWU,TEDx,2025-12-12 17:38:54+00:00,2020+
owNFi7akQW4,Crossroads of Minds: Beyond the Gravity of Expectations | Asem Joldasova | TEDxKIMEP,TEDx,2025-12-12 17:38:45+00:00,2020+
377lpa8vMWo,Crossroads of AI and Algorithm: Can AI Replace Psychotherapy? | Amina Mirzatbayeva | TEDxKIMEP,TEDx,2025-12-12 17:38:36+00:00,2020+
T9yTZ4vA5pY,What if success isn’t what you get—but who you become? | Aqsa Shabbir | TEDxLCWU,TEDx,2025-12-12 17:38:29+00:00,2020+
lG18F4Jh58A,The hidden cost of “no experience” | Imangali Tleugaliuly | TEDxKIMEP,TEDx,2025-12-12 17:37:43+00:00,2020+
cVQ3N8qyNEI,A guide to connecting across borders | Mohinur Amonulloeva | TEDxKIMEP,TEDx,2025-12-12 17:37:35+00:00,2020+
h3g1WFeYU70,Un paso a la vez | Juan José Espinosa Gilfortoul | TEDxUISEK Ecuador,TEDx,2025-12-12 17:37:27+00:00,2020+
6v4exPsv6iw,Embracing Uncertainty: How to Take a Chance on Yourself.  | Halimah Tariq | TEDxLCWU,TEDx,2025-12-12 17:36:54+00:00,2020+
jAR7fOwsOcw,Crossroads of AI Learning: How to Make Everyone 10x Smarter | Olzhas Suleimenov | TEDxKIMEP,TEDx,2025-12-12 17:36:45+00:00,2020+
Uyt18_LNiFg,Crossroads of Democracy: Is social media threatening democracy in U.S.? | Jason Gainous | TEDxKIMEP,TEDx,2025-12-12 17:36:37+00:00,2020+
SM-ybuL6K7I,Reconnecting Beyond the Screen | Sonia Argint | TEDxBucharest Beirut International School,TEDx,2025-12-12 17:36:29+00:00,2020+
rWEQX7hm7L8,Conectar en tiempos Desconectados | Carla Tejerina | TEDxUPDS Tarija,TEDx,2025-12-12 17:36:11+00:00,2020+
xnqCv5kAJQQ,Potentialize Your Talents for Success | Sabrina Azevedo | TEDxEAB Youth,TEDx,2025-12-12 17:35:58+00:00,2020+
C7Ru0ApCgeA,Service Over Self: The Leadership We Need | Nicolle Nasr | TEDxEAB Youth,TEDx,2025-12-12 17:35:50+00:00,2020+
zMyNI5v1qvo,Thinking In Colours  | Roxana Salajanu | TEDxBucharest Beirut International School,TEDx,2025-12-12 17:35:20+00:00,2020+
I-9s1tDN_74,Choose Your Hard | Lucian Barbu | TEDxBucharest Beirut International School,TEDx,2025-12-12 17:35:01+00:00,2020+
3yNyGB-0n8M,When Intelligence Isn't Enough | Ivan Kuznietsov | TEDxBucharest Beirut International School,TEDx,2025-12-12 17:34:37+00:00,2020+
mQQNN7g_cIU,How living by the sea gave me clarity | Gjertrud Østervold Toft | TEDxØygarden,TEDx,2025-12-12 17:33:53+00:00,2020+
4V9FzVie_Tc,Choosing Yourself in a Crowded World | Anca Matei | TEDxBucharest Beirut International School,TEDx,2025-12-12 17:33:45+00:00,2020+
aF2RaTBKYqU,Innovation Within | An Pan | TEDxBucharest Beirut International School,TEDx,2025-12-12 17:33:41+00:00,2020+
XB0EpjrBBdI,Creativity in Full Bloom  | Alexandru Dadoo | TEDxBucharest Beirut International School,TEDx,2025-12-12 17:33:34+00:00,2020+
TKQi7EUh2qo,Community Toilets as Learning Hubs | TEJAS GUPTA | TEDxSTS Dwarka Youth,TEDx,2025-12-12 17:33:26+00:00,2020+
VFfIttYngm8,When Everything Speaks Data | Qasim Ali Khan | TEDxIMSciences,TEDx,2025-12-12 17:33:23+00:00,2020+
HIOrAjFhXtg,Creative Courage To Reinvent Things | Seemab Saqib Khan | TEDxIMSciences,TEDx,2025-12-12 17:33:10+00:00,2020+
uyTaCKzP4J0,The unspoken Language of Compassion : How to be a voice for voiceless | Sidra Qamar | TEDxIMSciences,TEDx,2025-12-12 17:33:03+00:00,2020+
9i09wV7gVrk,The Illusion of Later - When later becomes too late. | Tvisha Tuli | TEDxMotilalNehruCollege,TEDx,2025-12-12 17:32:14+00:00,2020+
MBfF3lmi2HU,Criminalistics & equality of arms | Marco Bosmans | TEDxTheHague,TEDx,2025-12-12 17:32:02+00:00,2020+
WtHnIN8362Q,What I Learned About Life on the Way to the South Pole | Hedvig Hjertaker | TEDxØygarden,TEDx,2025-12-12 17:31:48+00:00,2020+
7BlP7LSTDak,The beginner's mindset | Catherine Muraga | TEDxNairobi,TEDx,2025-12-12 17:30:05+00:00,2020+
HnaaRW8nNbA,"Change Your Chemistry, Change the World | Jakaria Jalal | TEDxJagannath University",TEDx,2025-12-12 17:29:52+00:00,2020+
KP8XMSpQ7ww,Pause as our new progress | Koen van den Biggelaar | TEDxTheHague,TEDx,2025-12-12 17:29:49+00:00,2020+
rqg0jkX02_s,Leading in a World Where Your Team Is Not All Human | Christian Jensen | TEDxAl Wasl,TEDx,2025-12-12 17:29:13+00:00,2020+
k9odVc-1kF8,UNFOLDING TOMORROW | Mohit Gadhiya | TEDxPWSSama Youth,TEDx,2025-12-12 17:29:00+00:00,2020+
QTpfML8Mf_8,UNFOLDING TOMORROW | Sherly Hephzibah J | TEDxPWSSama Youth,TEDx,2025-12-12 17:28:57+00:00,2020+
SNyWRGQyl4U,UNFOLDING TOMORROW | Trisha Thakkar | TEDxPWSSama Youth,TEDx,2025-12-12 17:28:49+00:00,2020+
OpZrLGjTNjY,UNFOLDING TOMORROW | Sachin Limaye | TEDxPWSSama Youth,TEDx,2025-12-12 17:28:44+00:00,2020+
e2NVeTMdckU,UNFOLDING TOMORROW | Rebecca John | TEDxPWSSama Youth,TEDx,2025-12-12 17:28:21+00:00,2020+
LYb_aC9Twog,Plastic on Trial | Sumona Majumdar | TEDxGreatPacificGarbagePatch,TEDx,2025-12-12 17:18:45+00:00,2020+
1i_E1UAZpFM,"A Race to Scale | John Felts, Lauryn Menard & Hoa Doan | TEDxGreatPacificGarbagePatch",TEDx,2025-12-12 17:17:10+00:00,2020+
xyuFib3aYWU,Stop buying plastic pollution | Fran Drescher | TEDxGreatPacificGarbagePatch,TEDx,2025-12-12 17:15:49+00:00,2020+
mj1bp0qeX7o,Restoring Accountability to Solve the Plastic Crisis | Jo Banner | TEDxGreatPacificGarbagePatch,TEDx,2025-12-12 17:15:45+00:00,2020+
b7yAL4hYYZA,The Plastic You Eat | Johanna Hellrigl | TEDxGreatPacificGarbagePatch,TEDx,2025-12-12 17:15:27+00:00,2020+
Wukrvp8hA5U,The Pressure Paradox | Siddharth Rajhans | TEDxMount Olympus School,TEDx,2025-12-12 17:11:34+00:00,2020+
IfLTNDTqIy4,UNFOLDING TOMORROW | Dr.Jaimine Vaishnav | TEDxPWSSama Youth,TEDx,2025-12-12 17:11:20+00:00,2020+
-5VjPUh6cq8,UNFOLDING TOMORROW | Dr. Chaitanya Buch | TEDxPWSSama Youth,TEDx,2025-12-12 17:11:04+00:00,2020+
CubfnJJs1pw,UNFOLDING TOMORROW | Atiq Khan | TEDxPWSSama Youth,TEDx,2025-12-12 17:10:57+00:00,2020+
C4441M1D9cs,Decisiones imposibles en una catástrofe real | Pepe Ortiz Linares | TEDxValencia,TEDx,2025-12-12 17:10:32+00:00,2020+
NRLvPo6iHCE,La verdad que evitamos: por qué ignoramos los datos | Fernando de la Rosa | TEDxValencia,TEDx,2025-12-12 17:10:14+00:00,2020+
3mwrygfUXZI,Vivir 120 años | Damià Tormo | TEDxValencia,TEDx,2025-12-12 17:10:00+00:00,2020+
PTuAQDu6VaA,It's OK To Not Be OK | Shreya Kumar | TEDxSouthlake,TEDx,2025-12-12 17:08:46+00:00,2020+
hG4epOZj1Fs,Will AI Take Over the World? | Justin Day | TEDxSouthlake,TEDx,2025-12-12 17:03:22+00:00,2020+
qsa5ljfnHW0,Breaking free from sleep debt: A personal journey | Zihan Yu | TEDxBSB Shunyi Youth,TEDx,2025-12-12 17:01:45+00:00,2020+
e32oQZegWI8,Foreign Aid: Saving Lives or Funding Domination? | Salvador Santino Regilme | TEDxTheHague,TEDx,2025-12-12 17:00:42+00:00,2020+
PfwzUCTB8Xk,The History and Hidden Story Behind Hula | Pacific Islander Club | TEDxMenlo College,TEDx,2025-12-12 17:00:39+00:00,2020+
8ZiUNFjvovk,Cuando la comunicación se volvió pueblo | Emilio Chong | TEDxAmazônia,TEDx,2025-12-12 17:00:37+00:00,2020+
kuxOynSFhEQ,Quando o adulto esquece de sorrir: A alegria como saúde pública | Ieda Frasson | TEDxUDESC,TEDx,2025-12-12 16:57:25+00:00,2020+
3fqcADbfYpU,Subversão à brasileira para um futuro do trabalho global | Maíra Blasi | TEDxJacareí,TEDx,2025-12-12 16:57:07+00:00,2020+
IeY_6KbSON8,The Missing Element of Resilience: Compassion | Maarten van der Weijden | TEDxTheHague,TEDx,2025-12-12 16:57:04+00:00,2020+
DBX25gDrnSo,The unseen labour holding the circular economy together | Sifiso Gumbi | TEDxJohannesburg,TEDx,2025-12-12 16:56:51+00:00,2020+
O0J1OWTWr1c,Is the war on drugs working? | Mads Nissen | TEDxTheHague,TEDx,2025-12-12 16:55:54+00:00,2020+
W9swYMnoBtI,Bezgraniczna moc muzyki  | Marta Huget-Skiba | TEDxLeon Kruczkowski Secondary School,TEDx,2025-12-12 16:54:53+00:00,2020+
XStUWmr6g-E,Mindset językowy: od 0 do M.Jaggera | Julia Dziuba-Ciucias | TEDxLeon Kruczkowski Secondary School,TEDx,2025-12-12 16:54:38+00:00,2020+
_bC6cbCj3NM,How to train your curiosity muscle | Kelly Indira Buis | TEDxTheHague,TEDx,2025-12-12 16:54:13+00:00,2020+
7EIXnyETRdE,Między prawdą a fałszem  | Michał Gramatyka | TEDxLeon Kruczkowski Secondary School,TEDx,2025-12-12 16:54:05+00:00,2020+
7YnE2o2Oc7U,"Ser, resistir y transformar en la lucha trans | Sylvia Sofía López Pérez | TEDxParque Fundidora",TEDx,2025-12-12 16:53:52+00:00,2020+
GoVfSyJ_49c,Komu mogę postawić granice | Oliwia Froń | TEDxLeon Kruczkowski Secondary School,TEDx,2025-12-12 16:53:38+00:00,2020+
SwmBK4hcTMU,The latent super power in our energy grids | Clyde Mallinson | TEDxJohannesburg,TEDx,2025-12-12 16:51:28+00:00,2020+
hGqphOGu_qc,Rozciąganie granic dostępności | Grzegorz Gawron | TEDxLeon Kruczkowski Secondary School,TEDx,2025-12-12 16:51:20+00:00,2020+
qACVJeOmEp8,1 Billion Lives — Revolutionizing Medical Education | Dr. Mohammad Azib | TEDxDUHS,TEDx,2025-12-12 16:50:56+00:00,2020+
lA8niTik9Xc,Conquistando cumbres: la aventura del andinismo como metáfora de vida | Andrés Castillo | TEDxESPE,TEDx,2025-12-12 16:50:19+00:00,2020+
xvNVHCEBqpw,"La generación sin hijos, ni casa, ni crédito, ni futuro | Esteban Vivar | TEDxESPE",TEDx,2025-12-12 16:49:39+00:00,2020+
khTTvqLqSsA,El código de barras invisible: porque tu vida es más que una etiqueta | Carla Larrea | TEDxESPE,TEDx,2025-12-12 16:49:26+00:00,2020+
MVODcVrZTBA,Prevención de la violencia contra la mujer | Nydian Rodríguez | TEDxESPE,TEDx,2025-12-12 16:49:08+00:00,2020+
37175co1NEo,Salud que se escucha | Mónica Manzano | TEDxESPE,TEDx,2025-12-12 16:47:58+00:00,2020+
39-Ri-NLhNA,Importancia de la ciberseguridad ofensiva dentro de los ODS | Mateo García | TEDxESPE,TEDx,2025-12-12 16:46:59+00:00,2020+
0IRYsv4t6jk,Mi viaje de 20 años hacia la creatividad algorítmica | Xavier Moreano | TEDxESPE,TEDx,2025-12-12 16:46:10+00:00,2020+
IgHhNEqgV1U,Dolor mio/Dolor ajeno | Wilfredo Gustavo Ruiz Marcano | TEDxUISRAEL,TEDx,2025-12-12 16:45:41+00:00,2020+
QoqtFRmrucM,El poder creativo de la incomodidad | Valeria Ortiz | TEDxUISRAEL,TEDx,2025-12-12 16:45:23+00:00,2020+
os4MZg9bkMU,"Resignificando tu vida: del dolor al propósito, el viaje a mí misma | Silvia Merchan | TEDxUISRAEL",TEDx,2025-12-12 16:45:10+00:00,2020+
xlzR1D0nx3M,Convertir nuestras pasiones en profesiones | Paola Gabriela Escobar Nuñez | TEDxUISRAEL,TEDx,2025-12-12 16:44:57+00:00,2020+
0HVfEgZ0Qx4,"No le tengo miedo a la IA,  ¡le tengo miedo a la IB!  | Marco Benalcázar | TEDxUISRAEL",TEDx,2025-12-12 16:44:43+00:00,2020+
zaq9JosW3-o,Educar para no obedecer: docencia y rebeldía creativa | Marco Patricio Ávila Robalino | TEDxUISRAEL,TEDx,2025-12-12 16:44:30+00:00,2020+
bGhIFSIqbuM,Revolución invisible: cómo cambiamos la forma de comprar | Rafael Luque | TEDxUISEK Ecuador,TEDx,2025-12-12 16:44:01+00:00,2020+
uL6E_GdOG5M,Inteligencia Artesanal: Nuevo oficio de guiar la IA con intención | Walter Novoa | TEDxUISEK Ecuador,TEDx,2025-12-12 16:43:39+00:00,2020+
KnsAMrmq_4U,La economía turquesa: cuando lo azul y lo verde se encuentran | Waldo Soto | TEDxUISEK Ecuador,TEDx,2025-12-12 16:43:26+00:00,2020+
JB1C6Tnpyxs,Leading while healing | Todd Kackley | TEDxSouthlake,TEDx,2025-12-12 16:43:13+00:00,2020+
oUEeN5PjXGM,La investigación en el cáncer: carrera contra reloj | Sebastián Rivera | TEDxUISEK Ecuador,TEDx,2025-12-12 16:43:00+00:00,2020+
pUaL9H8Fi3Q,Ripartire dal margine  | GOLD MASS | TEDxPisa,TEDx,2025-12-12 16:42:36+00:00,2020+
fE8ikAeNzW8,"Pasión que lanza cohetes, impulsando la era espacial | Pablo Gallego Sanmiguel | TEDxUISEK Ecuador",TEDx,2025-12-12 16:42:12+00:00,2020+
yBl-hKL_ng0,What Sustainability Really Means | Fredrik Schmidt Fotland | TEDxØygarden,TEDx,2025-12-12 16:41:31+00:00,2020+
4g4bk2riNkQ,Iniciativa Ana: Más que un proyecto es empoderamiento | Lavinia Valbonesi | TEDxUISEK Ecuador,TEDx,2025-12-12 16:41:23+00:00,2020+
eTcC7oSCJZs,Il Piacere e come prendersene cura  | Chiara Gregori | TEDxPisa,TEDx,2025-12-12 16:39:26+00:00,2020+
jnqHsOoaOMI,The Plastic We Don't See | Gunhild Bødtker | TEDxØygarden,TEDx,2025-12-12 16:39:03+00:00,2020+
X1sL6J5p714,"Feeding 10 Billion, with Fish, Robots and Data | Catarina Martins | TEDxØygarden",TEDx,2025-12-12 16:38:50+00:00,2020+
EoTbKew9elU,How to create the future | Sveinung Sundfør Sivertsen | TEDxØygarden,TEDx,2025-12-12 16:38:47+00:00,2020+
qqveq12y5L8,"What gymnastics taught me about falling, and getting back up | Sara Kristine Turøy | TEDxØygarden",TEDx,2025-12-12 16:38:38+00:00,2020+
LiDT5kIgloQ,C'era una volta il futuro | Loren Band | TEDxVerona,TEDx,2025-12-12 16:33:35+00:00,2020+
kM-u1NEnpeU,How Students Taught Me to Teach Differently | Charanya Ramakrishnan | TEDxCooks Hill,TEDx,2025-12-12 16:33:18+00:00,2020+
aG_r2j5Mkwo,How the Brain’s Hidden Plumbing Could Transform Stroke Treatment | Daniel Beard | TEDxCooks Hill,TEDx,2025-12-12 16:30:43+00:00,2020+
T2mCxB3nkXk,The Paradox of Female Leadership  | Daniela Pauknerová | TEDxVSE University,TEDx,2025-12-12 16:30:30+00:00,2020+
duGYG-jhoTE,Lo que te rompe te hace brillar | Karolina Puente | TEDxUISEK Ecuador,TEDx,2025-12-12 16:29:01+00:00,2020+
tDt4tQ1nZqg,DIPENDENZA E LIBERO ARBITRIO | Antonio Boschini | TEDxCoriano,TEDx,2025-12-12 16:28:48+00:00,2020+
BXZ0abMUHfc,Beyond the Box: My Story | Siddharth Menon | TEDxASM Kochi,TEDx,2025-12-12 16:26:50+00:00,2020+
klJXQhQqLq0,Scale of the homeless mentally ill in india- BANYAN model | K.V.Kishore Kumar | TEDxASM Kochi,TEDx,2025-12-12 16:26:40+00:00,2020+
V5E4eh_CuTU,How cultures shape perspective | Mia Blundy | TEDxYouth@ISMonaco,TEDx,2025-12-12 16:09:04+00:00,2020+
j-ah61WyqcI,Perspective in hindsight | Leora Glotser | TEDxYouth@ISMonaco,TEDx,2025-12-12 16:08:56+00:00,2020+
2xul8Y2ezHM,Polishing our perspective lens | Anna Victoria Ucari | TEDxYouth@ISMonaco,TEDx,2025-12-12 16:08:48+00:00,2020+
zXtWNrAObw0,"0 -100: Riskle Yüksel! | Nazlı Bulum, Hasan Süel, Emre Sever & Zeynep Yalım Uzun | TEDxSaintMichelHS",TEDx,2025-12-12 16:08:02+00:00,2020+
Nmc4BpT1zbA,What exactly is Growth? | Saki Uehara | TEDxYouth@OtsumaNakano,TEDx,2025-12-12 16:06:58+00:00,2020+
1hcADHlCzH4,私の人生を変えてくれた話 | Junka Toda | TEDxYouth@OtsumaNakano,TEDx,2025-12-12 16:06:50+00:00,2020+
h3oXB4I89YM,Why we suck at making friends (and 3 ways to improve) | Sheridan Voysey | TEDxSt Albans,TEDx,2025-12-11 18:00:47+00:00,2020+
pIdoHkol5V4,How Expression Becomes Survival | Aditya Tiwari | TEDxVBIT,TEDx,2025-12-11 17:59:35+00:00,2020+
MNh_1phAznY,Sanitation and dignity rise and fall together | Jen van den Bussche | TEDxJohannesburg,TEDx,2025-12-11 17:59:27+00:00,2020+
SIOQmtW_p3s,The Courage to Listen Within | Aanchal Bajwa | TEDxVBIT,TEDx,2025-12-11 17:59:09+00:00,2020+
ovMTlpukvJk,How I Reclaimed My Identity Through Music | Aditi Bhavaraju | TEDxVBIT,TEDx,2025-12-11 17:59:01+00:00,2020+
3zYYYVE0ugg,Why Curiosity Will Take You Further Than Confidence | Janaki Pulaparthi | TEDxVBIT,TEDx,2025-12-11 17:58:58+00:00,2020+
NkV1qHNREqc,Healing What Hurt in Silence | Kalpika Ganesh | TEDxVBIT,TEDx,2025-12-11 17:58:49+00:00,2020+
vuo3jJQLzH4,Why You Don’t Need to “Fit In” to Succeed | Swathi Rayabarapu | TEDxVBIT,TEDx,2025-12-11 17:58:41+00:00,2020+
8HtVqgISf8Y,Reimagining Bharatanatyam for the Digital Age | Savitha Sastry | TEDxVBIT,TEDx,2025-12-11 17:58:33+00:00,2020+
qdSYrfEuTSE,Inexplicável: como ter fé salvou meu filho e meu negócio | Marcus Varandas | TEDxJoaoPessoaSalon,TEDx,2025-12-11 17:44:02+00:00,2020+
zjvIrb5D_88,"Chi semina creatività, raccoglie startup | Daniele Manni | TEDxLecce",TEDx,2025-12-11 17:41:35+00:00,2020+
DmQ4vw1KL_s,Et si ce n’était pas à nous de protéger le corail ? | Martin Colognoli | TEDxGeneva,TEDx,2025-12-11 17:40:45+00:00,2020+
wEjgp_yChTI,Marco Bianchi Vibes live | Marco Bianchi Vibes con Elisa Simonetto e Filippo Valnegri | TEDxLakeComo,TEDx,2025-12-11 17:40:37+00:00,2020+
IvJeUQ9Egnk,The power of analogue | Carissa Veliz | TEDxGeneva,TEDx,2025-12-11 17:39:33+00:00,2020+
2zlp1aC0maQ,How to leave your comfort zone—using chaos theory | Christos Lazaridis | TEDxGeneva,TEDx,2025-12-11 17:39:25+00:00,2020+
KFruuWk-Qp0,La transparence radicale comme antidote au chaos alimentaire | Xavier Bengoa | TEDxGeneva,TEDx,2025-12-11 17:39:03+00:00,2020+
1SSSf3OPbcw,"Au bout de 40 zettaoctets, Noé ouvrit la fenêtre | Anna Nesvijevskaia | TEDxGeneva",TEDx,2025-12-11 17:38:38+00:00,2020+
wLsyB5R8P8A,Et si l’IA servait à réparer nos machines ? | François Marthaler | TEDxGeneva,TEDx,2025-12-11 17:38:31+00:00,2020+
PmTMWwWmDIY,La conscience est-elle une exclusivité humaine ? | Patrice Van Eersel | TEDxGeneva,TEDx,2025-12-11 17:38:16+00:00,2020+
5T2_7mkdcME,"Le self-leadership, l’art de se connaitre à travers ses systèmes | Florence Dambricourt | TEDxGeneva",TEDx,2025-12-11 17:37:12+00:00,2020+
um1FjHphZ6o,Au-delà du temps : une autre façon de voir l’univers | Anfel Bouhama | TEDxGeneva,TEDx,2025-12-11 17:37:04+00:00,2020+
P-uplLxxB6g,Faire de la prison pour le climat ? | Isabelle Veillon | TEDxGeneva,TEDx,2025-12-11 17:36:10+00:00,2020+
tGCAoc0ZJK4,Laboratorio di canto polifonico | Rachele Andrioli Coro a Coro | TEDxLecce,TEDx,2025-12-11 17:36:01+00:00,2020+
