video_id,status,n_comments,error
10-WxVnT014,ok,31,
uRd-zJerMMk,ok,2,
6eq2Krwl0HM,ok,0,
uzeUQh4tLqo,ok,1,
kuTjB86F3Zw,ok,0,
QmaZiQ174LM,ok,2,
xALa5d60mQI,ok,0,
Fc6ZtpN7vVU,ok,0,
OpbP03R07RM,ok,0,
C0XU4RsN6q0,ok,0,
pkgeRTX8UA8,ok,0,
CY6T0bGoWbo,ok,0,
TnvIusNXu1M,ok,0,
QqNLHp5C5dQ,ok,0,
FDC6LKQrFyA,ok,3,
eDPmvxtbC10,ok,22,
SgTPyXGw158,ok,9,
BT7Bvx1_pWU,ok,0,
EeHVgbQQQVg,ok,0,
znZ6TgU_7-M,ok,0,
h-7HrQr4UOo,ok,0,
ys1WVLQRH-U,ok,0,
XbFu88vSMeM,ok,0,
nWi6wXTA_kU,ok,0,
GMO8H1aHZ_0,ok,0,
peKDUQ4KYio,ok,0,
0NzaBF9wqhg,ok,2,
WwOWQDqjovc,ok,0,
0qklZNOeQK8,ok,2,
GEbAdfoiLlA,ok,43,
uKzmhuqGbw0,ok,47,
j94q-jjVpaY,ok,94,
FaLBcSMVVuU,ok,30,
BxsFq2iNsyU,ok,82,
jKjSr12d-GQ,ok,66,
aooScY6qr20,ok,56,
QUMR2sIMUEM,ok,12,
jRJ7S2-9Hkw,ok,34,
SThQy3S1hnk,ok,33,
lOEJOv-jeLY,ok,64,
71aysTMMNw4,ok,92,
4BFL4MCnZg8,ok,36,
pXesBkHNLvw,ok,41,
JH_Pa1hOEVc,ok,47,
zihlv2nHEAw,ok,78,
fQUeDdaVoWo,ok,500,
7INMrxpc7nw,ok,155,
bwcyXcOpWVs,ok,198,
SxK5qD8sNL4,ok,80,
P6jll4ALcYk,ok,47,
AbQN95L08xM,ok,46,
UhssmfRXYZI,ok,66,
fpkjwHsszlE,http_error,0,"<HttpError 403 when requesting https://youtube.googleapis.com/youtube/v3/commentThreads?part=snippet&videoId=fpkjwHsszlE&maxResults=100&textFormat=plainText&key=AIzaSyBYlD1YuyrGaWJ_YDEqMFOEYwzbBwegmaU&alt=json returned ""The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments."". Details: ""[{'message': 'The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments.', 'domain': 'youtube.commentThread', 'reason': 'commentsDisabled', 'location': 'videoId', 'locationType': 'parameter'}]"">"
8aDd_qZZzNc,ok,27,
dtfaccGmCCs,ok,434,
9E1SLTvngEw,ok,17,
XdqV66m7Los,ok,143,
YV4pZ7ma1iE,ok,28,
8GxhiuN_bY0,ok,48,
1VA4rIkpSp8,ok,43,
VsIufTx84jI,ok,63,
MUC4eNL2RMA,ok,40,
cNyH_RBpt7s,ok,70,
reUZRyXxUs4,ok,363,
tUILSTtWF2g,ok,63,
_X834O9MaCM,ok,146,
tN_6CA9nl9M,ok,48,
_pEljpACtJw,ok,8,
NuhIzO57HVk,ok,260,
aXPz0GIERow,ok,129,
E6MDczqIiNQ,ok,35,
g-VIRvqsA9w,ok,128,
Q2CoN2ZMFHM,ok,26,
3NFTa9kTVRU,ok,39,
3CFyHtObLXk,ok,103,
ijwXpNoFTNQ,ok,61,
EQQqGlFL_is,ok,40,
igwefSU5aDs,ok,38,
1KawZ3mkTKM,ok,46,
HFKmpyf9ucQ,ok,19,
Zhtl4Ava1fQ,ok,23,
ddJvVf1eqwM,ok,38,
O0CsyfiQr34,ok,30,
PFs-bdbd18c,ok,23,
ZHhmi2bS0hU,ok,60,
iLc27nj8KrU,ok,221,
hVclObff6fc,ok,37,
H-vvS1zonI0,ok,77,
ESAaz9v4mSU,ok,382,
CrGpipgcfi4,ok,237,
oQ1FDFMdYjM,ok,78,
9OLxBvLvCoM,ok,361,
441nwncPN28,ok,163,
YddEiDSuOrY,ok,27,
OlgcaYAO5VM,ok,43,
5cbCYwgQkTE,ok,163,
j-rw3x8VZxA,ok,43,
abF_EfprTIE,ok,38,
9XGm_uHit5g,ok,287,
uEATpbQ9md4,ok,37,
KYK6Tfb0snQ,ok,109,
mYS2CcIdW1M,ok,57,
OYv1dIle47U,ok,136,
ABmRCdnVq3E,ok,161,
KuXvFAZZlZg,ok,51,
3RxBIu-cd_Y,ok,69,
SUDMIA23_5s,ok,51,
HtGGg7J5z-A,ok,118,
v6BmurUpiN0,ok,140,
za6dE5JrNB0,ok,500,
oST05EBK3aI,ok,34,
jjyghcrVoRo,ok,48,
PYXpQv2ITBg,ok,45,
19zJCO1VBj4,ok,60,
CaqaMwfYk_4,ok,47,
7x21HAC2gnA,ok,22,
w7DohVZS5Yo,ok,500,
V3olkIREPU4,ok,22,
lLBcszlV1xc,ok,22,
MSevAi_YarQ,ok,93,
zTStDvUtQWc,ok,119,
OcdumFcGdfU,ok,104,
8SJi0sHrEI4,ok,409,
FdbJHeqQh00,ok,66,
atQtlbO6D2Y,ok,115,
iMBJrvEwv8s,ok,500,
I-sKZBcLKP4,ok,45,
rE_SxmltgmA,ok,55,
WaKrPDso808,ok,76,
CzGu9bP07i0,ok,53,
aFR3-ERg9u8,ok,47,
h6pHoIT-CkM,ok,124,
Ix8Cz-veat4,ok,26,
WlItCBR45nY,ok,24,
Yukt7O1wDXc,ok,144,
BAswj8evFZk,ok,143,
bhb0P5GGpys,ok,272,
2ExxafHHdhM,ok,64,
GPz2hDvjkX4,ok,44,
EBQO5GegfPA,ok,59,
ICxYOe54Zx4,ok,81,
MgM8MGEikDY,ok,28,
r2gsj0EEE3I,ok,500,
2fY-iSzbls8,ok,127,
Li7PsYiwxVc,ok,500,
ZTg54BbjJfA,ok,39,
Z9zNFDR-OTU,ok,40,
VsOJR40M0as,ok,55,
H_rsxmtfKr0,ok,64,
CL_HC2PJnho,ok,44,
SiCvGQnweAg,ok,455,
tz-DaaAKriE,ok,89,
4w0eAxciEVY,ok,41,
JY-_GRi56KQ,ok,66,
x9Ezzxy0frA,ok,500,
oVTuJzDmyd4,ok,41,
DVO0KOHA614,ok,43,
dr1-fPkTxZM,ok,78,
sJa2wPfid-U,ok,32,
G-lWWxJPfFo,ok,118,
IBsSUVIwupQ,ok,185,
7Fiaew7nDmE,ok,287,
inf4-ZpqPMU,ok,26,
ktsuKyzihjU,ok,101,
tJtCcm7PUvA,ok,58,
yUCF2D0NQ70,ok,53,
dcsrHfPDP2M,ok,59,
MyVfUaXyyqo,ok,276,
2yXSQ1BmZFM,ok,221,
gKZBvEekxvo,ok,19,
O8duvJfrjss,ok,83,
XjK61Kkx1zI,ok,398,
1yQYySYN2io,ok,43,
4fHVTEVJjjc,ok,40,
7vqnazqmceQ,ok,500,
T2I4tus05hI,ok,131,
h5D3mv8ewCY,ok,500,
rWTwcySGvrE,ok,127,
NYJUgzZYaoo,ok,100,
G7VxEqJp3NQ,ok,44,
fCllxq6NZbk,ok,126,
UQbkSDbm4sw,ok,54,
oupHYHv_me0,ok,285,
A2ti4_lNPL8,ok,16,
36D2r45jABA,ok,57,
_8g8BnICrco,ok,51,
qSr39QPhBc4,ok,26,
3itrpciAF4I,ok,167,
lGkh7-xOb3I,ok,62,
YKK7KNiAD2k,ok,34,
r9lDDetKMi4,ok,217,
HBbBs1ohZtI,ok,50,
NBMTc71yrpk,ok,88,
rjpTBHjeZ_0,ok,95,
jZSsvUFlCag,ok,25,
oRUXsDwgEWA,ok,106,
0BSaphO1v-U,ok,305,
B5smctuV7-Q,ok,500,
FrqBWQ-mVEc,ok,176,
iIne-UO7wUo,ok,109,
5T2VRY0LECc,ok,24,
YRvf00NooN8,ok,500,
cdZZpaB2kDM,ok,500,
DJWGBoGmxJE,ok,111,
jsFAFsx9otw,ok,25,
wDmEPFO_hd0,ok,500,
zFJH9zUK2mo,ok,31,
JEMqetu-JCI,ok,160,
FG6NHP9nV3g,ok,89,
j4QlG5jKpio,ok,45,
dQYfflJ4V5Q,ok,50,
0G2U0R0hOCU,ok,152,
p-JeKjsRiVI,ok,27,
1Rr-pZoftho,ok,135,
pkMIsc_nhQo,ok,47,
bIw5ZLITSfo,ok,88,
ue40_irEXgk,ok,12,
zZEfiiCFEKQ,ok,169,
uXZVfNJ_EXY,ok,41,
vO5Rio_skIU,ok,55,
-dtwId4MO-E,ok,58,
4vYUfKGtJA8,ok,21,
fCpKG1QJC14,ok,45,
NkYk36wpk-4,ok,58,
dvxmn_6o8g0,ok,65,
G9UEBLcJIRc,ok,50,
1oDuK08hrrE,ok,36,
AnIyzhRX9IM,ok,41,
CD7iYdtrJfY,ok,38,
n4QRIKCebSI,ok,102,
Pw6R5n9SRng,ok,47,
NWQ8y3TksrQ,ok,83,
xJ9qRH2XLUQ,ok,21,
L5rE-Ur9pSI,ok,28,
cenxg8j-Rc0,ok,122,
ZwmUdFtYbzE,ok,23,
_VVAu8QsTu8,ok,37,
WHtmgv7eiZk,ok,61,
adJnm7Yopdo,ok,157,
I23D7REnuSk,ok,39,
k0Fx6igxRv8,ok,500,
NnWhFyFGt74,ok,25,
VTygRN3BqwM,ok,39,
lDB_1iyJ1iQ,ok,28,
D0f0mXRlYKk,ok,67,
EOMvzRZpIOI,ok,61,
8VcE5KWpc5A,ok,15,
wD2rhRUYUyA,ok,64,
AS0K0XOMNwA,ok,70,
9EBkS2kE7uk,ok,500,
60e6u_1TEIs,ok,172,
N0JtOnCnqaA,ok,38,
WxPGJhyFIZk,ok,53,
PveLQRApahs,ok,150,
y_EjCSz1aBo,ok,65,
xxhen1IlQ_E,ok,43,
fAIJAezZg1A,ok,20,
XNNuwvbR6aA,ok,76,
yQqthbvYE8M,ok,500,
uEOK3fk45Rg,ok,61,
h_lhfnTO7pI,ok,24,
xnZjtR9z1qA,ok,71,
kWyQNCOow7A,ok,13,
LvNWW_thRC4,ok,25,
eSwg04B81YM,ok,29,
dKmHLAKQ5PI,ok,26,
udhOs50aXts,ok,51,
p8ReF00JP5w,ok,95,
2LlcUwVcc3o,ok,31,
uDt1MhAQcLs,ok,21,
06jexFtDCXI,ok,80,
QL_pN4JtJKc,ok,46,
B8kyrIQCFXQ,ok,105,
ecGXP4G3Zs0,ok,56,
ItGGGN4jeYE,ok,46,
n5FnSNCAWjY,ok,29,
8itpqSocRT4,ok,413,
_liyBrL0LqY,ok,34,
hVRN1rKq2v8,ok,26,
9mAg3_A6ye8,ok,37,
hiWgbXibGSE,ok,12,
dCXCzbyvIR0,ok,128,
6nm8D0CkLZ4,ok,26,
uAU-1lSDTW8,ok,26,
TxwGZppT2WA,ok,22,
NJerBBTy074,ok,146,
sRoqDVgFgSw,ok,58,
Z0sHRaEhiAQ,ok,54,
tOurql_a-4g,ok,58,
-BR9P4E7liU,ok,33,
kZhmuc3L-YI,ok,73,
ZrdgSp-OVpM,ok,65,
ABHdTi1If0c,ok,79,
e5bRX5U1a_4,ok,19,
L7vXZ1BnTBI,ok,33,
pxeJxyCiOJo,ok,198,
eIRtcspIH4U,ok,50,
0jNhhrgczsc,ok,54,
uJKDipbCzdc,ok,56,
e9hocuNjMqU,ok,148,
H_xc8dvKDu4,ok,64,
AgR5Q_3HPvs,ok,44,
k-duWafgHsY,ok,45,
01Br0FbRZrg,ok,46,
-hRUwrRSSWE,ok,90,
KJW3sucsJGs,ok,43,
VWMXxbNXFEA,ok,59,
YmpFd8Ikjtc,ok,69,
zaTH7LnyCdE,ok,102,
_P68Vkp-h7c,ok,86,
QuxF2IpOG3U,ok,95,
EuOv0rbPt-A,ok,82,
Tf49RWv4vBY,http_error,0,"<HttpError 403 when requesting https://youtube.googleapis.com/youtube/v3/commentThreads?part=snippet&videoId=Tf49RWv4vBY&maxResults=100&textFormat=plainText&key=AIzaSyBYlD1YuyrGaWJ_YDEqMFOEYwzbBwegmaU&alt=json returned ""The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments."". Details: ""[{'message': 'The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments.', 'domain': 'youtube.commentThread', 'reason': 'commentsDisabled', 'location': 'videoId', 'locationType': 'parameter'}]"">"
Cz6pXdA4fxQ,ok,121,
tlWuP7wESZw,ok,496,
aINZwmb5X3A,ok,20,
4OXhOXULEbA,ok,20,
J-FzHIQ7SOs,http_error,0,"<HttpError 403 when requesting https://youtube.googleapis.com/youtube/v3/commentThreads?part=snippet&videoId=J-FzHIQ7SOs&maxResults=100&textFormat=plainText&key=AIzaSyBYlD1YuyrGaWJ_YDEqMFOEYwzbBwegmaU&alt=json returned ""The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments."". Details: ""[{'message': 'The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments.', 'domain': 'youtube.commentThread', 'reason': 'commentsDisabled', 'location': 'videoId', 'locationType': 'parameter'}]"">"
2dLU6bqZe5U,ok,63,
JL1_j2tdeuk,ok,121,
WCFcBd9kxTs,ok,132,
rcBu29r6nJM,ok,46,
uX-0gEOdAuU,ok,104,
cM6JpalAtq0,ok,45,
WDaa6wBrDLo,ok,99,
8_cEKbzbC98,ok,30,
kuCPvKW4k5w,ok,35,
kTS1jJgXsfw,ok,46,
SfROjZlyg7o,ok,68,
Yh2-Z5Ov5AQ,ok,53,
sCjfVrmkdDQ,ok,70,
V8APZmk82xc,ok,103,
2JUQo-PnY2g,ok,14,
nvkgqt-hkEg,ok,147,
cHKs2aVxOmQ,ok,296,
22O6a87-GcQ,ok,278,
uoQYtNbSXAM,ok,71,
pj_h_SAeI5c,ok,40,
m9bTgNjYTS0,ok,90,
r6pItuOoGxc,ok,68,
y4yeroE4Ar4,ok,500,
1tN2W607Qbk,ok,192,
Klta3uf4uzw,ok,64,
Xy4iSaJOQQA,ok,94,
NO5-IQNmZN4,ok,19,
5g8V23poB9Q,ok,277,
f-yWJoJltoo,ok,323,
lh4d1fjzfNA,ok,344,
AX4ewS-YIbA,ok,87,
8NkTDzWAX3w,ok,68,
gAHI34ivbgs,ok,73,
YXn-eNPzlo8,ok,124,
z7_LwuuPsAE,ok,162,
_H4C-08GkKo,ok,53,
PlPena9gobI,ok,90,
p5IuRLOer6E,ok,125,
njVQC8OwX5c,ok,88,
uEHu8LIZUKI,ok,500,
xo3twNN-CTg,ok,90,
Z3HJCQJ2Lmo,ok,105,
lVLzrrANpnc,ok,80,
C6yUKhotEf0,ok,59,
_2b-vOVZ0gI,ok,131,
x672EKnKLtA,ok,40,
pmfjaSH2EDY,ok,500,
P9-fJI0iZv4,ok,117,
qAo9fA7c2VE,ok,78,
mIgDl0mde2c,ok,74,
MByKyFt7hZI,ok,48,
SG_vqlb1pOQ,ok,500,
rXZrrBxFex0,ok,26,
pzLQtHyIbJM,ok,7,
PaItY5i9i0k,ok,37,
lXYu8YRWOUo,ok,151,
His41jX5tVc,ok,92,
VEP7_BeXH64,ok,252,
6R3HaHOhZks,ok,295,
fD27hWT4ix0,ok,91,
S1kEWTjweIA,ok,62,
k9dz4ydxmtM,ok,500,
DCLoio-8d48,ok,104,
k3cCNC7pqdo,ok,86,
FATQ0Yf0Fhc,ok,500,
Mp3Msfw90BE,ok,49,
R_-XnRVZ42U,ok,115,
rD1Rn6vai5Q,ok,80,
-yshHFseMyI,ok,114,
-wJo5aKBwq0,ok,347,
ZlSzEw0vmQ0,ok,500,
a3zPgyvCiJI,ok,177,
4c_xYLwOx-g,ok,179,
NX0Plqw73K0,ok,95,
0He5yz8CwuU,ok,39,
_KpRZNOSwBg,ok,109,
wMMmvb2OlIQ,ok,34,
bdLEBN6JKPY,ok,44,
Inde9XTRdb8,ok,92,
DZEzUC4QW54,ok,140,
ldq6wKtQzU8,ok,86,
D3azoUEEy3E,ok,93,
dzWRHi-Bmuk,ok,145,
2XkZhn5Ypzo,ok,27,
fAJ18o5mw70,http_error,0,"<HttpError 403 when requesting https://youtube.googleapis.com/youtube/v3/commentThreads?part=snippet&videoId=fAJ18o5mw70&maxResults=100&textFormat=plainText&key=AIzaSyBYlD1YuyrGaWJ_YDEqMFOEYwzbBwegmaU&alt=json returned ""The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments."". Details: ""[{'message': 'The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments.', 'domain': 'youtube.commentThread', 'reason': 'commentsDisabled', 'location': 'videoId', 'locationType': 'parameter'}]"">"
PveqmDnqZw4,http_error,0,"<HttpError 403 when requesting https://youtube.googleapis.com/youtube/v3/commentThreads?part=snippet&videoId=PveqmDnqZw4&maxResults=100&textFormat=plainText&key=AIzaSyBYlD1YuyrGaWJ_YDEqMFOEYwzbBwegmaU&alt=json returned ""The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments."". Details: ""[{'message': 'The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments.', 'domain': 'youtube.commentThread', 'reason': 'commentsDisabled', 'location': 'videoId', 'locationType': 'parameter'}]"">"
wBRqxBvBWQE,ok,65,
0BF2Np5J6jY,ok,76,
bUytVW_0C2Q,http_error,0,"<HttpError 403 when requesting https://youtube.googleapis.com/youtube/v3/commentThreads?part=snippet&videoId=bUytVW_0C2Q&maxResults=100&textFormat=plainText&key=AIzaSyBYlD1YuyrGaWJ_YDEqMFOEYwzbBwegmaU&alt=json returned ""The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments."". Details: ""[{'message': 'The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments.', 'domain': 'youtube.commentThread', 'reason': 'commentsDisabled', 'location': 'videoId', 'locationType': 'parameter'}]"">"
O16Pfv6nd7M,http_error,0,"<HttpError 403 when requesting https://youtube.googleapis.com/youtube/v3/commentThreads?part=snippet&videoId=O16Pfv6nd7M&maxResults=100&textFormat=plainText&key=AIzaSyBYlD1YuyrGaWJ_YDEqMFOEYwzbBwegmaU&alt=json returned ""The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments."". Details: ""[{'message': 'The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments.', 'domain': 'youtube.commentThread', 'reason': 'commentsDisabled', 'location': 'videoId', 'locationType': 'parameter'}]"">"
aISXCw0Pi94,http_error,0,"<HttpError 403 when requesting https://youtube.googleapis.com/youtube/v3/commentThreads?part=snippet&videoId=aISXCw0Pi94&maxResults=100&textFormat=plainText&key=AIzaSyBYlD1YuyrGaWJ_YDEqMFOEYwzbBwegmaU&alt=json returned ""The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments."". Details: ""[{'message': 'The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments.', 'domain': 'youtube.commentThread', 'reason': 'commentsDisabled', 'location': 'videoId', 'locationType': 'parameter'}]"">"
rj3_n1-XV8c,ok,122,
P4h2zgJhC7E,ok,90,
xw_720iQDss,ok,145,
VdqnAhNrqPU,ok,384,
5C6UELitWkw,ok,97,
Vrui-OctNEk,ok,500,
bR3-RILrQl0,ok,61,
X65jxnKiJpM,ok,93,
Ew2z_sYABE0,ok,53,
5FCPLlF6P4g,ok,152,
gOu9Rwl-yxw,ok,192,
lZhT0t4D0m4,ok,65,
1zUPeXmZ6SI,ok,42,
8GAWPb92q3A,ok,91,
su4c2wwDteU,http_error,0,"<HttpError 403 when requesting https://youtube.googleapis.com/youtube/v3/commentThreads?part=snippet&videoId=su4c2wwDteU&maxResults=100&textFormat=plainText&key=AIzaSyBYlD1YuyrGaWJ_YDEqMFOEYwzbBwegmaU&alt=json returned ""The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments."". Details: ""[{'message': 'The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments.', 'domain': 'youtube.commentThread', 'reason': 'commentsDisabled', 'location': 'videoId', 'locationType': 'parameter'}]"">"
j6K0iQg_p1w,ok,243,
Rk5C149J9C0,ok,200,
_HuySYU0Tk8,ok,63,
NHwjcQDtcCo,http_error,0,"<HttpError 403 when requesting https://youtube.googleapis.com/youtube/v3/commentThreads?part=snippet&videoId=NHwjcQDtcCo&maxResults=100&textFormat=plainText&key=AIzaSyBYlD1YuyrGaWJ_YDEqMFOEYwzbBwegmaU&alt=json returned ""The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments."". Details: ""[{'message': 'The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments.', 'domain': 'youtube.commentThread', 'reason': 'commentsDisabled', 'location': 'videoId', 'locationType': 'parameter'}]"">"
6UeaxsubJ70,http_error,0,"<HttpError 403 when requesting https://youtube.googleapis.com/youtube/v3/commentThreads?part=snippet&videoId=6UeaxsubJ70&maxResults=100&textFormat=plainText&key=AIzaSyBYlD1YuyrGaWJ_YDEqMFOEYwzbBwegmaU&alt=json returned ""The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments."". Details: ""[{'message': 'The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments.', 'domain': 'youtube.commentThread', 'reason': 'commentsDisabled', 'location': 'videoId', 'locationType': 'parameter'}]"">"
_V9RI7J6NeI,ok,63,
4q1_iQkppSs,ok,113,
XQJhRDbsDzI,ok,70,
xvG3ftEv5rM,ok,49,
DESCcjSQSKY,ok,500,
D3LFVlI5ir8,ok,103,
EfeiKPSBKfg,ok,74,
3hRxS_As6-s,ok,86,
xsEJ6GeAGb0,ok,500,
CDnwc3NAx-c,ok,51,
5kY_hDxnYx0,http_error,0,"<HttpError 403 when requesting https://youtube.googleapis.com/youtube/v3/commentThreads?part=snippet&videoId=5kY_hDxnYx0&maxResults=100&textFormat=plainText&key=AIzaSyBYlD1YuyrGaWJ_YDEqMFOEYwzbBwegmaU&alt=json returned ""The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments."". Details: ""[{'message': 'The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments.', 'domain': 'youtube.commentThread', 'reason': 'commentsDisabled', 'location': 'videoId', 'locationType': 'parameter'}]"">"
OAXPl_jRvps,ok,118,
BoRXbjGJrI0,ok,58,
OeGpf1MyM2M,ok,475,
iGlyjfFquxw,ok,43,
w1CqXHlAzkc,ok,71,
g4IAa8wZlqU,ok,97,
7H0qAqXR-fw,ok,500,
7vDKuAEMDns,http_error,0,"<HttpError 403 when requesting https://youtube.googleapis.com/youtube/v3/commentThreads?part=snippet&videoId=7vDKuAEMDns&maxResults=100&textFormat=plainText&key=AIzaSyBYlD1YuyrGaWJ_YDEqMFOEYwzbBwegmaU&alt=json returned ""The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments."". Details: ""[{'message': 'The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments.', 'domain': 'youtube.commentThread', 'reason': 'commentsDisabled', 'location': 'videoId', 'locationType': 'parameter'}]"">"
4lrd5Kf0C2I,ok,55,
wybp16nlroo,ok,75,
PrJAX-iQ-O4,ok,285,
1ALfKWG2nmw,ok,101,
HvIvAI4ygyg,http_error,0,"<HttpError 403 when requesting https://youtube.googleapis.com/youtube/v3/commentThreads?part=snippet&videoId=HvIvAI4ygyg&maxResults=100&textFormat=plainText&key=AIzaSyBYlD1YuyrGaWJ_YDEqMFOEYwzbBwegmaU&alt=json returned ""The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments."". Details: ""[{'message': 'The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments.', 'domain': 'youtube.commentThread', 'reason': 'commentsDisabled', 'location': 'videoId', 'locationType': 'parameter'}]"">"
1Zh045t0xcE,ok,173,
cheqkrcHkrI,ok,158,
btQHSDrLlok,ok,500,
i0h7N1ukZ4A,ok,500,
RUYmYE7ZJ_E,ok,45,
eJ_0x197H30,ok,56,
dMYvWg7JF3I,ok,34,
3lH47D9b1OY,ok,164,
t6XLYx4se-Q,ok,90,
evw0h1kg-j4,ok,256,
PzJLO-OsEJo,ok,36,
iFkCMeEhs0Y,ok,204,
4nCJRrNTlus,ok,78,
SNJQGT0EiZY,ok,43,
tTufiinVoIc,ok,86,
BGNN7hK1rfA,ok,201,
vI3vEdhMnNY,ok,208,
ejQsLQvfnX4,ok,69,
CDV0i660brM,ok,131,
lJUrQKY_A5g,ok,34,
F23ak31YnTI,ok,62,
EgFJ1lu2kR8,ok,111,
6pSoGKc-U7w,ok,85,
CIlgTBmiov0,ok,204,
6oTCEkUAwSI,ok,38,
bfGQpe6FQcw,ok,84,
Kv_z5asgn7Y,ok,108,
pmvJQ_JChiw,ok,135,
NO_XHEBJXOY,ok,36,
GfF2e0vyGM4,ok,448,
Irx0tC92fdE,ok,171,
Qm02X0aE8uU,ok,155,
Axh07mJ9Ag4,ok,64,
Mkelhs_OVMc,ok,35,
g4xGbbDACDw,ok,53,
CpzjPnDW1G4,ok,106,
lR_WNPGVENU,ok,105,
wLF7ocNYpR8,ok,59,
TlapbFzl_ZU,ok,214,
Z7v8x69AtwY,ok,56,
XguYZXUChhY,ok,344,
IXZkhs45Vzg,ok,39,
cObfUxZWn9s,ok,155,
P0uu6_Dm2CI,ok,52,
oIzinzHQcWg,ok,11,
aGiIIGjlHg0,ok,106,
BFZtNN6eNvQ,ok,162,
bjhvoNlTn60,ok,87,
yuy9yQlFZAU,ok,68,
jLd0AqSxIyk,ok,62,
5aeEJotxI-U,ok,458,
q5gfclBZ2xY,ok,91,
0Pl44w0iYc4,ok,38,
XheAMrS8Q1c,ok,500,
bqQJv4bvrPI,ok,117,
XmLTSkD28AE,ok,92,
5bwV80fTLlQ,ok,86,
ylS-6UK9FhQ,ok,157,
E6VpcV23mi8,ok,97,
-SpQiR5BKag,ok,135,
rhNxDp8e7p8,ok,500,
pGJjScfG8h4,ok,441,
W59CV66z9lQ,ok,500,
m9jnEfTscYI,ok,49,
b5Jy8WvQXPA,ok,47,
eKkI6-HeWXo,ok,328,
OcMQ1-P6RdM,ok,65,
DUg9GvRHQk0,ok,166,
slbfAfEvnQ0,ok,93,
WSteyxgQqRc,ok,67,
f9618uQlZmc,ok,112,
NmV5UIdIsQI,ok,71,
uyvcUVNOqeQ,ok,71,
Vvvb6mvu7Ls,ok,97,
j-Mys_05D78,ok,83,
uOvK8roYVUU,ok,98,
C_WItyb1g50,ok,82,
83R0ZaRKF90,ok,59,
bGQijadRjXo,ok,108,
7YoLMG2qja4,ok,176,
hH-RcJjt-YI,ok,170,
XXm4gx0EdlU,ok,60,
Lz9CQ2zKt3M,ok,365,
_KErn-uHGyM,ok,95,
Lu1UamHgIbI,ok,131,
qZjr2CIEflc,ok,113,
2LC4YFenynI,ok,122,
D6uELr0j05g,ok,87,
dcKat_U-Cww,ok,31,
uJfGby1C3C4,ok,128,
2aKYl_2KLI8,ok,61,
8NNazV_75B4,ok,74,
PGdID_ICFII,ok,33,
FJspeMI5ICc,ok,65,
QqABUDCiIVI,ok,81,
_7J1JVCxWJM,ok,79,
